X,Y,OBJECTID,NAME,ADDRESS,CITY,STATE,ZIP,TELEPHONE,ALT_PHONE,TYPE,COUNTY,COUNTYFIPS,ST_FIPS,COUNTRY,REGION,LATITUDE,LONGITUDE,STATE_ID,NAICS_CODE,OWNER,TTL_STAFF,BEDS,TRAUMA
609837.450119078,528393.856494404,207,HealthSouth Rehabilitation Hospital of Tinton Falls,2 CENTER PLZ,TINTON FALLS,NJ,07724,732-460-5320,732-460-6741,NON ACUTE CARE HOSPITALS,MONMOUTH,34025,34,US,CENTRAL EAST,40.28331901,-74.07805408,,,,,9999999,
609388.381791495,528204.545849405,208,The Rehabilitation Hospital of Tinton Falls,2 CENTRE ST,TINTON FALLS,NJ,07724,732-460-5320,,NON ACUTE CARE HOSPITALS,MONMOUTH,34025,34,US,CENTRAL EAST,40.28280518,-74.07966697,,,,,9999999,
571728.914787747,411934.788559988,209,Community Medical Center,99 HIGHWAY 37 WEST,TOMS RIVER,NJ,08755,732-557-8000,,ACUTE CARE HOSPITALS,OCEAN,34029,34,US,CENTRAL EAST,39.96402409,-74.21598801,,,,,636,
572996.761989579,409517.249759905,210,Ocean Health Initiatives - Toms River,301 LAKEHURST ROAD,TOMS RIVER,NJ,08755,732-552-0377,,FEDERALLY QUALIFIED HEALTH CENTERS,OCEAN,34029,34,US,CENTRAL EAST,39.95737592,-74.21149249,,,,,9999999,
569977.361860413,428574.583036236,211,Children's Specialized Hospital at Toms River,94 STEVENS ROAD,TOMS RIVER,NJ,08755,732-914-1100,888-244-5373,NON ACUTE CARE HOSPITALS,OCEAN,34029,34,US,CENTRAL EAST,40.00972119,-74.22205212,,,,,9999999,
571303.938931663,411302.522436075,212,Healthsouth Rehabilitation Hospital of Toms River,14 HOSPITAL DRIVE,TOMS RIVER,NJ,08755,732-244-3100,,NON ACUTE CARE HOSPITALS,OCEAN,34029,34,US,CENTRAL EAST,39.962292,-74.21751138,,,,,9999999,
572058.975479327,429397.023648575,213,"Saint Barnabas Behavioral Health Center, Inc.",1691 US HIGHWAY 9,TOMS RIVER,NJ,08754,732-914-1688,,NON ACUTE CARE HOSPITALS,OCEAN,34029,34,US,CENTRAL EAST,40.011961,-74.214611,,,,,9999999,
421780.189751413,511025.636309654,214,Capital Health Regional Medical Center,750 BRUNSWICK AVENUE,TRENTON,NJ,08638,609-394-6000,,ACUTE CARE HOSPITALS,MERCER,34021,34,US,CENTRAL WEST,40.236134,-74.751982,,,,,269,Level II
424737.134624913,503831.87937174,215,St. Francis Medical Center,601 HAMILTON AVENUE,TRENTON,NJ,08629,609-599-5000,,ACUTE CARE HOSPITALS,MERCER,34021,34,US,CENTRAL WEST,40.216408,-74.74132,,,,,240,
423833.244044244,504849.397677906,216,Chambers Manor Family Practice,317 CHAMBERS STREET,TRENTON,NJ,08609,609-278-5900,,FEDERALLY QUALIFIED HEALTH CENTERS,MERCER,34021,34,US,CENTRAL WEST,40.21919454,-74.74456688,,,,,9999999,
420543.206989162,506184.380244158,217,Ewing Health Center,112 EWING ST,TRENTON,NJ,08609,609-278-5900,,FEDERALLY QUALIFIED HEALTH CENTERS,MERCER,34021,34,US,CENTRAL WEST,40.22283389,-74.75636281,,,,,9999999,
418075.026886161,507082.95390632,218,"Henry J. Austin Health Center, Inc (Warren St)",321 N WARREN ST,TRENTON,NJ,08618,609-278-5900,,FEDERALLY QUALIFIED HEALTH CENTERS,MERCER,34021,34,US,CENTRAL WEST,40.22528077,-74.76521182,,,,,9999999,
406866.793725245,513781.379813902,219,Trenton Psychiatric Hospital,101 SULLIVAN WAY,TRENTON,NJ,08601,609-633-1500,,NON ACUTE CARE HOSPITALS,MERCER,34021,34,US,CENTRAL WEST,40.24357048,-74.80543625,,,,,9999999,
333088.728027079,328985.106690653,220,Kennedy Memorial Hospitals UMC Washington Township,435 HURFFVILLE-CROSS KEYS ROAD,TURNERSVILLE,NJ,08012,856-582-2500,856-582-2816,ACUTE CARE HOSPITALS,GLOUCESTER,34015,34,US,SOUTH,39.735261,-75.065535,,,,,153,
557159.566629913,670792.633376069,221,Overlook-Union SED,1000 GALLOPING HILL ROAD,UNION,NJ,07083,,,SATELLITE EMERGENCY DEPARTMENTS,UNION,34039,34,US,CENTRAL EAST,40.67475511,-74.26552305,,,,,9999999,
620306.404902913,705950.979397818,222,NHCAC Health Center at Union City High School,2500 KENNEDY BLVD,UNION CITY,NJ,07087,201-553-7888,,FEDERALLY QUALIFIED HEALTH CENTERS,HUDSON,34017,34,US,NORTH EAST,40.77057574,-74.03718792,,,,,9999999,
621857.151145246,706694.890639655,223,NHCAC Union City,714 31ST STREET,UNION CITY,NJ,07087,201-863-7077,,FEDERALLY QUALIFIED HEALTH CENTERS,HUDSON,34017,34,US,NORTH EAST,40.77259512,-74.03157461,,,,,9999999,
621497.058689579,706921.305869237,224,North Hudson Community Action Corp Health Center,800 31ST STREET,UNION CITY,NJ,07087,201-210-0100,,FEDERALLY QUALIFIED HEALTH CENTERS,HUDSON,34017,34,US,NORTH EAST,40.77322188,-74.03287041,,,,,9999999,
334317.36828633,223383.111858323,225,Inspira Medical Center Vineland,1505 W. SHERMAN AVENUE,VINELAND,NJ,08360,856-641-8000,,ACUTE CARE HOSPITALS,CUMBERLAND,34011,34,US,SOUTH,39.445359,-75.058832,,,,,262,
338943.32392941,239792.517687738,226,CompleteCare Vineland RiteCare,215 STHY 47,VINELAND,NJ,08360,,,FEDERALLY QUALIFIED HEALTH CENTERS,CUMBERLAND,34011,34,US,SOUTH,39.49048856,-75.04280113,,,,,9999999,
342420.088957496,238274.642770737,227,Vineland Medical and Dental Center,319 LANDIS AVENUE,VINELAND,NJ,08360,856-451-4700,,FEDERALLY QUALIFIED HEALTH CENTERS,CUMBERLAND,34011,34,US,SOUTH,39.4863781,-75.03045004,,,,,9999999,
358936.869572163,248796.95637174,228,Vineland Women's Health Center,484 S. BREWSTER RD,VINELAND,NJ,08360,856-451-4700,,FEDERALLY QUALIFIED HEALTH CENTERS,CUMBERLAND,34011,34,US,SOUTH,39.5155195,-74.97212363,,,,,9999999,
336196.705406912,224030.692256071,229,HealthSouth Rehabilitation Hospital of Vineland,1237 W SHERMAN AVE,VINELAND,NJ,08360,,,NON ACUTE CARE HOSPITALS,CUMBERLAND,34011,34,US,SOUTH,39.44716872,-75.0521912,,,,,9999999,
336077.576380078,223283.016914159,230,Rehabilitation Hospital of South Jersey,1237 WEST SHERMAN AVENUE,VINELAND,NJ,08360,856-696-7100,,NON ACUTE CARE HOSPITALS,CUMBERLAND,34011,34,US,SOUTH,39.44511397,-75.05259683,,,,,9999999,
363319.756147578,375775.06888482,231,Virtua West Jersey Hospital - Voorhees,101 CARNIE BOULEVARD,VOORHEES,NJ,08043,856-325-3000,,ACUTE CARE HOSPITALS,CAMDEN,34007,34,US,SOUTH,39.864191,-74.95889,,,,,200,
574128.554345414,769981.189591736,232,St. Joseph's Wayne Hospital,224 HAMBURG TPKE,WAYNE,NJ,07470,973-942-6900,973-956-3300,ACUTE CARE HOSPITALS,PASSAIC,34031,34,US,NORTH WEST,40.946882,-74.203132,,,,,229,
572824.544486247,770728.697611153,233,Kindred Hospital New Jersey - Wayne,224 HAMBURG TPKE,WAYNE,NJ,07470,,,NON ACUTE CARE HOSPITALS,PASSAIC,34031,34,US,NORTH WEST,40.94894588,-74.20784368,,,,,9999999,
625156.14585958,711093.263076492,234,Metropolitan Family Health Center,5300 BERGENLINE AVE,WEST NEW YORK,NJ,07093,201-478-5851,,FEDERALLY QUALIFIED HEALTH CENTERS,HUDSON,34017,34,US,NORTH EAST,40.78461926,-74.01957627,,,,,9999999,
626581.113153994,710248.112863906,235,NHCAC Health Center,5301 BROADWAY,WEST NEW YORK,NJ,07093,201-866-9320,,FEDERALLY QUALIFIED HEALTH CENTERS,HUDSON,34017,34,US,NORTH EAST,40.78227787,-74.01444725,,,,,9999999,
626581.113153994,710248.112863906,236,NHCAC Mobile Unit,5301 BROADWAY,WEST NEW YORK,NJ,07093,201-866-9320,,FEDERALLY QUALIFIED HEALTH CENTERS,HUDSON,34017,34,US,NORTH EAST,40.78227787,-74.01444725,,,,,9999999,
554005.490260914,711205.128666408,237,Kessler Institute for Rehabilitation - West Facility,1199 PLEASANT VALLEY WAY,WEST ORANGE,NJ,07052,973-731-3600,,NON ACUTE CARE HOSPITALS,ESSEX,34013,34,US,NORTH EAST,40.78571,-74.276524,,,,,9999999,
395053.699897412,428097.298885822,238,Hampton Behavioral Health Center,650 RANCOCAS ROAD,WESTAMPTON TOWNSHIP,NJ,08060,800-603-6767,609-267-7000,NON ACUTE CARE HOSPITALS,BURLINGTON,34005,34,US,SOUTH,40.008226,-74.846559,,,,,9999999,
626060.668328747,784282.361776739,239,Hackensack UMC at Pascack Valley,250 OLD HOOK ROAD,WESTWOOD,NJ,07675-3181,,,ACUTE CARE HOSPITALS,BERGEN,34003,34,US,NORTH EAST,40.98549872,-74.01484491,,,,,9999999,
385508.661900911,442093.933622152,240,Lourdes Medical Center of Burlington County,218 SUNSET ROAD,WILLINGBORO,NJ,08046,609-835-2900,,ACUTE CARE HOSPITALS,BURLINGTON,34005,34,US,SOUTH,40.046544,-74.880849,,,,,9999999,
384043.458466496,442713.389076158,241,Lourdes Specialty Hospital of Southern New Jersey,218 SUNSET RD,WILLINGBORO,NJ,08046,,,NON ACUTE CARE HOSPITALS,BURLINGTON,34005,34,US,SOUTH,40.04822726,-74.88609238,,,,,9999999,
309774.584038664,368682.002690405,242,Inspira Medical Center Woodbury,509 NORTH BROAD STREET,WOODBURY,NJ,08096,856-845-0100,,ACUTE CARE HOSPITALS,GLOUCESTER,34015,34,US,SOUTH,39.84380717,-75.14945948,,,,,305,
582747.201150078,782572.899972573,243,Christian Healthcare Center - Ramapo Ridge Psychiatric Hospital,301 SICOMAC AVENUE,WYCKOFF,NJ,07481,201-848-5200,,NON ACUTE CARE HOSPITALS,BERGEN,34003,34,US,NORTH EAST,40.98136,-74.17176,,,,,9999999,
587169.269405663,788307.436075658,244,Ramapo Ridge Psychiatric Hospital,301 CEDAR HILL AVE,WYCKOFF,NJ,07481,,,NON ACUTE CARE HOSPITALS,BERGEN,34003,34,US,NORTH EAST,40.99705372,-74.15566127,,,,,9999999,
