OBJECTID,ROUTE,REFPT,ENDREFPT,LENGTH_,UPDATEYR,AADT,AADTYR,COUNTYEAR,AADTDERIV,AADTSINGLE,AADTCOMB,OFFPKTRK,YR20FACTOR,DHV,DD,ROUTECAPAC,EDLA,VCRATIO,VCRATIO20,ROADTERRAIN,SEASONALGROUPID,COUNTSTATIONID,CALYR,PCTOFFPKSU,PCTOFFPKCOMB,AADTTRUCKS,RUNLENGTH_FROM,RUNLENGTH_TO,ISRAMP,PCTDHSU,PCTDHCOMB,DHTRK
1797,059A,0.485,15.019,14.534,2022,490,2022,2020,2,40,130,34.0999984741211,1.12000000476837,11.5,57,2650,0,0.0199999995529652,0.0199999995529652,1,2,102553,2022,7.30000019073486,26.7999992370605,170,0.491,15.025,,0.180000007152557,0.28999999165535,0.5
1798,006E,159.184,159.573,0.413,2022,3700,2022,2018,3,230,40,7.40000009536743,1.26999998092651,15.5,58,2400,0,0.280000001192093,0.360000014305115,3,3,100307,2022,6.19999980926514,1.20000004768372,270,9.458,9.871,,0.280000001192093,0.219999998807907,0.5
1799,050A,33.785,34.112,0.303,2022,20000,2022,2022,0,440,460,4.5,1.25999999046326,9,59,3940,0,0.540000021457672,0.680000007152557,2,6,102204,2022,2.20000004768372,2.29999995231628,900,2.031,2.334,,0.189999997615814,0.449999988079071,0.600000023841858
1800,115A,11.046,13.96,2.91,2022,4800,2022,2022,0,170,170,7.09999990463257,1.05999994277954,11,57,2900,0,0.209999993443489,0.219999998807907,2,2,104267,2022,3.59999990463257,3.5,340,10.96,13.87,,0.340000003576279,0.340000003576279,0.699999988079071
1801,013A,43.373,44.452,1.012,2022,2200,2022,2020,2,130,200,15,1.12999999523163,11.5,57,1850,0,0.159999996423721,0.180000007152557,3,2,100580,2022,5.69999980926514,9.30000019073486,330,44.007,45.019,,0.170000001788139,0.519999980926514,0.699999988079071
1802,024D,455.882,456.02,0.138,2022,3800,2022,2020,2,120,100,5.69999980926514,1.28999996185303,11.5,57,2340,0,0.209999993443489,0.270000010728836,1,2,103154,2022,3.09999990463257,2.59999990463257,220,0,0.138,,0.180000007152557,0.219999998807907,0.400000005960464
1803,006F,210.662,213.1,2.316,2022,15000,2022,2022,5,210,270,3.20000004768372,1.19000005722046,13,64,4400,0,0.569999992847443,0.680000007152557,3,4,000310,2022,1.39999997615814,1.79999995231628,480,2.024,4.34,,0.0500000007450581,0.0299999993294477,0.100000001490116
1804,470A,4.248,5.695,1.45,2022,87000,2022,2022,0,1400,960,2.70000004768372,1.21000003814697,10,52,12250,0,0.740000009536743,0.899999976158142,2,6,105536,2022,1.60000002384186,1.10000002384186,2360,4.332,5.782,,0.0399999991059303,0.0399999991059303,0.100000001490116
1805,141B,161.94,162.297,0.331,2022,19000,2022,2020,2,480,320,4.19999980926514,1.13999998569489,9,55,3500,0,0.540000021457672,0.620000004768372,2,6,104661,2022,2.5,1.70000004768372,800,5.129,5.46,,0.280000001192093,0.219999998807907,0.5
1806,065A,10.683,11.79,1.092,2022,3500,2022,2020,2,70,20,2.59999990463257,1.0900000333786,11.5,57,1520,0,0.300000011920929,0.330000013113022,2,2,102854,2022,2,0.600000023841858,90,10.686,11.778,,0.25,0.25,0.5
1807,050B,374.504,374.757,0.304,2022,12000,2022,2022,0,230,580,6.69999980926514,1.05999994277954,11,57,3400,0,0.439999997615814,0.469999998807907,2,2,102356,2022,1.89999997615814,4.80000019073486,810,58.807,59.111,,0.129999995231628,0.389999985694885,0.5
1808,070A,173.319,176.057,2.692,2022,33000,2022,2019,3,690,2400,9.30000019073486,1.20000004768372,12.5,61,6550,0,0.769999980926514,0.920000016689301,3,4,103027,2022,2.09999990463257,7.19999980926514,3090,174.122,176.814,,0.109999999403954,0.46000000834465,0.600000023841858
1809,093A,16.574,17.16,0.576,2022,29000,2022,2021,1,670,200,3,1.1599999666214,11,56,5200,0,0.689999997615814,0.800000011920929,2,6,103935,2022,2.29999995231628,0.699999988079071,870,17.405,17.981,,0.140000000596046,0.109999999403954,0.300000011920929
1810,083A,23.127,25.87,2.721,2022,15000,2022,2020,2,380,290,4.40000009536743,1.44000005722046,10,52,2450,0,0.639999985694885,0.920000016689301,2,6,103590,2022,2.5,1.89999997615814,670,2.738,5.459,,0.150000005960464,0.150000005960464,0.300000011920929
1811,025A,143.52,144.622,1.089,2022,148000,2022,2022,0,4400,5600,6.80000019073486,1.23000001907349,7.5,52,12400,0,0.930000007152557,1.13999998569489,1,5,100967,2022,3,3.79999995231628,10000,143.433,144.522,,0.0799999982118607,0.129999995231628,0.200000002980232
1812,550B,30.331,31.084,0.811,2022,6600,2022,2020,2,250,90,5.09999990463257,1.12999999523163,15.5,58,2750,0,0.430000007152557,0.490000009536743,3,3,105569,2022,3.79999995231628,1.29999995231628,340,9.066,9.877,,0.280000001192093,0.219999998807907,0.5
1813,160A,91.478,93.144,1.732,2022,14000,2022,2022,0,280,460,5.30000019073486,1.25,10.5,65,2300,0,0.829999983310699,1.03999996185303,3,6,104814,2022,2,3.29999995231628,740,90.747,92.479,,0.140000000596046,0.230000004172325,0.400000005960464
1814,025C,1.51,1.586,0.073,2022,8000,2022,2020,2,230,230,5.80000019073486,1,11.5,57,1620,0,0.649999976158142,0.649999976158142,2,2,101047,2022,2.90000009536743,2.90000009536743,460,1.543,1.616,,0.230000004172325,0.0399999991059303,0.300000011920929
1815,340A,9.147,9.526,0.401,2022,12000,2022,2021,1,310,70,3.20000004768372,1.19000005722046,10.5,61,1900,0,0.810000002384186,0.959999978542328,2,6,105378,2022,2.59999990463257,0.600000023841858,380,9.049,9.45,,0.589999973773956,0.0599999986588955,0.699999988079071
1816,125A,29.46,31.504,2.028,2022,270,2022,2019,3,20,10,13.1999998092651,1.08000004291534,15.5,58,2200,0,0.0199999995529652,0.0199999995529652,2,3,104506,2022,7.90000009536743,5.30000019073486,30,29.311,31.339,,0.340000003576279,0.340000003576279,0.699999988079071
1817,040A,127.568,130.567,2.833,2022,12000,2022,2018,3,400,300,5.80000019073486,1.22000002861023,9.5,63,2600,0,0.550000011920929,0.670000016689301,2,6,101837,2022,3.29999995231628,2.5,700,127.322,130.155,,0.0900000035762787,0.150000005960464,0.200000002980232
1818,184B,14.603,26.109,11.498,2022,3000,2022,2022,0,90,160,8.19999980926514,1.1599999666214,11,57,2300,0,0.159999996423721,0.189999997615814,2,2,104981,2022,3,5.19999980926514,250,5.589,17.087,,0.379999995231628,0.479999989271164,0.899999976158142
1819,040C,298.658,298.807,0.152,2022,23000,2022,2020,2,760,300,4.59999990463257,1.0900000333786,8,52,3450,0,0.550000011920929,0.600000023841858,2,6,106674,2022,3.29999995231628,1.29999995231628,1060,19.451,19.603,,0.0500000007450581,0.00999999977648258,0.100000001490116
1820,063A,24.196,28.145,3.944,2022,800,2022,2022,0,70,60,16.7000007629395,1.08000004291534,11,57,2950,0,0.0299999993294477,0.0299999993294477,1,2,102792,2022,9.10000038146973,7.59999990463257,130,24.244,28.188,,0.860000014305115,0.28999999165535,1.20000004768372
1821,085H,0.321,0.702,0.378,2022,13000,2022,2022,0,480,180,5.09999990463257,1.33000004291534,10.5,52,3450,0,0.409999996423721,0.550000011920929,2,6,103753,2022,3.70000004768372,1.39999997615814,660,0.323,0.701,,0.140000000596046,0.109999999403954,0.300000011920929
1822,074A,7.077,7.477,0.364,2022,6900,2022,2022,0,190,20,3,1.04999995231628,11,58,1900,0,0.46000000834465,0.479999989271164,3,6,103327,2022,2.70000004768372,0.300000011920929,210,7.696,8.06,,0.0500000007450581,0.00999999977648258,0.100000001490116
1823,009D,118.136,126.042,7.765,2022,3400,2022,2017,3,140,180,9.39999961853027,1.16999995708466,15,58,1850,0,0.319999992847443,0.370000004768372,3,3,100523,2022,4.19999980926514,5.19999980926514,320,16.743,24.508,,0.150000005960464,0.150000005960464,0.300000011920929
1824,096A,22.066,26.273,4.192,2022,1900,2022,2022,0,20,20,2.59999990463257,1.00999999046326,11,57,1220,0,0.200000002980232,0.200000002980232,3,2,104002,2022,1.29999995231628,1.29999995231628,40,21.953,26.145,,0.180000007152557,0.219999998807907,0.400000005960464
1825,014C,140.233,142.182,1.732,2022,15000,2022,2020,2,950,830,11.8000001907349,1.28999996185303,11.5,57,3150,0,0.620000004768372,0.800000011920929,2,2,100642,2022,6.30000019073486,5.5,1780,5.504,7.236,,2.1800000667572,0.75,2.90000009536743
1826,002A,5.869,5.993,0.126,2022,46000,2022,2021,1,1200,410,3.40000009536743,1.0900000333786,7.5,52,5150,0,0.699999988079071,0.759999990463257,2,6,000604,2022,2.5,0.899999976158142,1610,5.886,6.012,,0.0299999993294477,0.0199999995529652,0.100000001490116
1827,024H,305.79,306.46,0.664,2022,33000,2022,2021,1,1300,830,6.40000009536743,1.22000002861023,9,63,5800,0,0.649999976158142,0.790000021457672,2,6,100913,2022,3.90000009536743,2.5,2130,2.572,3.236,,0.0399999991059303,0.00999999977648258,0.100000001490116
1828,287C,285.237,285.752,0.527,2022,35000,2022,2020,2,560,460,2.90000009536743,1.10000002384186,9,54,3650,0,0.930000007152557,1.01999998092651,2,6,105220,2022,1.60000002384186,1.29999995231628,1020,2.5,3.027,,0.0500000007450581,0.00999999977648258,0.100000001490116
1829,116A,20.029,27.02,6.987,2022,190,2022,2022,0,10,20,16.7000007629395,1.12000000476837,11,57,2800,0,0.00999999977648258,0.00999999977648258,1,2,104297,2022,5.59999990463257,11.1000003814697,30,20.06,27.047,,0.180000007152557,0.219999998807907,0.400000005960464
1830,034D,11.247,11.643,0.395,2022,2900,2022,2021,1,60,10,2.29999995231628,1.26999998092651,10,60,1780,0,0.200000002980232,0.25,2,6,101535,2022,1.89999997615814,0.400000005960464,70,11.765,12.16,,0.0599999986588955,0.00999999977648258,0.100000001490116
1831,050Z,0.613,0.855,0.241,2022,7100,2022,2020,2,160,330,6.80000019073486,1,11.5,100,1750,0,0.469999998807907,0.469999998807907,2,2,102436,2022,2.20000004768372,4.59999990463257,490,0.661,0.902,,0.340000003576279,1.01999998092651,1.39999997615814
1832,070A,279.086,280.567,1.491,2022,205000,2022,2022,5,8000,5900,6.80000019073486,1.17999994754791,7.5,53,16800,0,0.970000028610229,1.13999998569489,1,5,103078,2022,3.90000009536743,2.90000009536743,13900,279.913,281.404,,0.25,0.28999999165535,0.5
1833,044A,2.242,3.735,1.463,2022,16000,2022,2022,5,160,80,1.5,1.23000001907349,9.5,52,2080,0,0.759999990463257,0.930000007152557,2,6,000609,2022,1,0.5,240,2.228,3.691,,0.0399999991059303,0.00999999977648258,0.100000001490116
1834,010A,71.026,71.563,0.59,2022,710,2022,2020,2,40,40,10.6000003814697,1.05999994277954,9.5,53,2050,0,0.0299999993294477,0.0299999993294477,2,6,100542,2022,5.30000019073486,5.30000019073486,80,70.858,71.448,,0.330000013113022,1,1.29999995231628
1835,024A,211.619,212.9,1.28,2022,10000,2022,2020,2,250,200,4.5,1.22000002861023,11.5,57,2420,0,0.540000021457672,0.660000026226044,3,2,100803,2022,2.5,2,450,67.499,68.779,,0.150000005960464,0.150000005960464,0.300000011920929
1836,385D,279.893,287.656,7.738,2022,1300,2022,2020,2,100,150,19.2000007629395,1.22000002861023,11.5,57,2750,0,0.0599999986588955,0.0700000002980232,1,2,105481,2022,7.5,11.6999998092651,250,60.808,68.546,,0.330000013113022,1.37000000476837,1.70000004768372
1837,141A,44.124,55.505,11.412,2022,550,2022,2020,2,70,90,28.6000003814697,1.25999999046326,11.5,57,1600,0,0.0500000007450581,0.0599999986588955,2,2,104642,2022,11.8999996185303,16.7000007629395,160,44.082,55.494,,0.25,0.25,0.5
1838,050A,281.964,285.633,3.626,2022,16000,2022,2018,3,500,560,6.59999990463257,1.04999995231628,8.5,52,4600,0,0.310000002384186,0.330000013113022,2,6,102306,2022,3.09999990463257,3.5,1060,249.321,252.947,,0.0900000035762787,0.150000005960464,0.200000002980232
1839,069A,58.389,58.705,0.345,2022,2300,2022,2021,1,140,70,9,1.0900000333786,15,58,2650,0,0.150000005960464,0.159999996423721,2,3,102933,2022,5.90000009536743,3.09999990463257,210,57.867,58.212,,0.180000007152557,0.219999998807907,0.400000005960464
1840,090B,89.737,89.858,0.127,2022,12000,2022,2020,2,230,60,2.40000009536743,1.12999999523163,10.5,53,3250,0,0.409999996423721,0.46000000834465,2,6,103897,2022,1.89999997615814,0.5,290,8.209,8.336,,0.109999999403954,0.0199999995529652,0.100000001490116
1841,082A,35.283,37.242,2.025,2022,20000,2022,2020,2,640,180,4.09999990463257,1.10000002384186,11.5,73,4800,0,0.699999988079071,0.769999980926514,1,6,103521,2022,3.20000004768372,0.899999976158142,820,35.227,37.252,,0.140000000596046,0.0299999993294477,0.200000002980232
1842,007B,49.867,50.53,0.65,2022,24000,2022,2020,2,460,220,2.79999995231628,1.11000001430511,10,52,3450,0,0.720000028610229,0.800000011920929,1,6,100427,2022,1.89999997615814,0.899999976158142,680,0.358,1.008,,0.0500000007450581,0.00999999977648258,0.100000001490116
1843,109A,53,54.79,1.666,2022,460,2022,2022,0,80,50,28.7000007629395,1.12000000476837,11,57,2150,0,0.0299999993294477,0.0299999993294477,1,2,104196,2022,17.8999996185303,10.8000001907349,130,52.671,54.337,,0.180000007152557,0.219999998807907,0.400000005960464
1844,491C,0,0.174,0.239,2022,4200,2022,2020,2,130,80,5,1.08000004291534,10,52,3250,0,0.129999995231628,0.140000000596046,2,6,105623,2022,3,2,210,0,0.239,,0.140000000596046,0.109999999403954,0.300000011920929
1845,151A,22.731,33.96,11.206,2022,820,2022,2020,2,50,20,8.10000038146973,1.37000000476837,15.5,58,1850,0,0.0799999982118607,0.109999999403954,3,3,104746,2022,5.80000019073486,2.29999995231628,70,22.649,33.855,,0.860000014305115,0.28999999165535,1.20000004768372
1846,287Z,0.983,1.203,0.217,2022,12000,2022,2020,2,440,280,6,1.12000000476837,10.5,100,2350,0,0.540000021457672,0.600000023841858,2,6,105342,2022,3.70000004768372,2.29999995231628,720,1.001,1.218,,0.109999999403954,0.0700000002980232,0.200000002980232
1847,121A,24.332,25.683,1.441,2022,32000,2022,2021,1,450,190,2,1.20000004768372,10.5,58,4200,0,0.930000007152557,1.12000000476837,2,6,104424,2022,1.39999997615814,0.600000023841858,640,23.921,25.362,,0.0500000007450581,0.00999999977648258,0.100000001490116
1848,036D,216.69,224.718,8.037,2022,410,2022,2021,1,30,100,32.5999984741211,1.08000004291534,11.5,57,2650,0,0.0199999995529652,0.0199999995529652,1,2,101722,2022,7,25.6000003814697,130,127.893,135.93,,1.01999998092651,0.850000023841858,1.89999997615814
1849,172A,11.636,11.928,0.277,2022,4500,2022,2021,1,200,160,8,1.29999995231628,11.5,57,2450,0,0.239999994635582,0.310000002384186,2,2,104960,2022,4.5,3.5,360,11.552,11.829,,0.0599999986588955,0.00999999977648258,0.100000001490116
1850,040B,276.302,276.92,0.469,2022,4400,2022,2021,1,130,110,5.5,1.30999994277954,10,52,950,0,0.479999989271164,0.629999995231628,3,6,101887,2022,2.90000009536743,2.59999990463257,240,6.912,7.381,,0.140000000596046,0.0299999993294477,0.200000002980232
1851,060B,9.793,9.86,0.069,2022,10000,2022,2020,2,230,200,4.30000019073486,1.41999995708466,11.5,57,1740,0,0.75,1.07000005245209,2,2,102761,2022,2.29999995231628,2,430,4.012,4.081,,0.0500000007450581,0.0299999993294477,0.100000001490116
1852,071D,150.118,155.192,5.042,2022,1100,2022,2022,0,50,240,26.5,1.07000005245209,11,57,2300,0,0.0599999986588955,0.0599999986588955,2,2,103248,2022,4.5,22,290,48.169,53.211,,0.330000013113022,1.37000000476837,1.70000004768372
1853,008A,5,6.913,1.949,2022,12000,2022,2020,2,180,80,2.20000004768372,1.08000004291534,11.5,52,4050,0,0.349999994039536,0.379999995231628,3,6,100478,2022,1.5,0.699999988079071,260,5.283,7.232,,0.109999999403954,0.0199999995529652,0.100000001490116
1854,024G,377.668,377.824,0.157,2022,6000,2022,2020,2,220,430,10.6999998092651,1.0900000333786,11.5,57,3700,0,0.209999993443489,0.230000004172325,1,2,100874,2022,3.59999990463257,7.09999990463257,650,66.882,67.039,,0.129999995231628,0.389999985694885,0.5
1855,285D,259.326,259.802,0.448,2022,64000,2022,2020,2,1400,700,3.29999995231628,1.13999998569489,8.5,53,6000,0,0.959999978542328,1.0900000333786,2,6,105164,2022,2.20000004768372,1.10000002384186,2100,97.301,97.749,,0.0299999993294477,0.0199999995529652,0.100000001490116
1856,285A,20.418,26.829,6.342,2022,5700,2022,2020,2,210,170,6.5,1.08000004291534,11.5,57,2650,0,0.280000001192093,0.300000011920929,2,2,105094,2022,3.59999990463257,2.90000009536743,380,20.462,26.804,,0.230000004172325,0.0900000035762787,0.300000011920929
1857,034B,172.127,172.414,0.295,2022,5600,2022,2021,1,210,410,11.1000003814697,1.0900000333786,11.5,57,1750,0,0.419999986886978,0.46000000834465,2,2,101477,2022,3.79999995231628,7.30000019073486,620,13.712,14.007,,0.469999998807907,3.72000002861023,4.19999980926514
1858,050C,0.192,0.485,0.294,2022,11000,2022,2021,1,210,140,3.20000004768372,1.05999994277954,10.5,52,3560,0,0.340000003576279,0.360000014305115,2,6,102412,2022,1.89999997615814,1.29999995231628,350,0.194,0.488,,0.589999973773956,0.0599999986588955,0.699999988079071
1859,070A,259.756,261.03,1.242,2022,121000,2022,2018,3,3300,5200,7,1.1599999666214,9,56,11500,0,1.05999994277954,1.23000001907349,2,5,103053,2022,2.70000004768372,4.30000019073486,8500,260.829,262.071,,0.0500000007450581,0.109999999403954,0.200000002980232
1860,006B,31,31.12,0.109,2022,28000,2022,2020,2,280,200,1.70000004768372,1.17999994754791,10,52,3400,0,0.860000014305115,1.00999999046326,2,6,100264,2022,1,0.699999988079071,480,0.768,0.877,,0.280000001192093,0.219999998807907,0.5
1861,040H,459.652,465.815,6.128,2022,1100,2022,2020,2,80,200,25,1.12999999523163,11.5,57,2600,0,0.0599999986588955,0.0700000002980232,1,2,101979,2022,7,18,280,73.731,79.859,,1.01999998092651,0.850000023841858,1.89999997615814
1862,085B,206.787,207.335,0.533,2022,88000,2022,2020,2,4000,2600,7.59999990463257,1.25,8.5,53,7600,0,1.03999996185303,1.29999995231628,2,6,103676,2022,4.59999990463257,3,6600,22.137,22.67,,0.0500000007450581,0.00999999977648258,0.100000001490116
1863,025A,216.779,217.006,0.237,2022,262000,2022,,4,12000,13000,9.80000019073486,1.23000001907349,7.5,54,20800,0,1.01999998092651,1.25,1,5,106665,2022,4.69999980926514,5.09999990463257,25000,216.656,216.893,,0.25,0.28999999165535,0.5
1864,160A,233.564,234.008,0.366,2022,15000,2022,2020,2,530,570,7.30000019073486,1.05999994277954,10.5,52,2300,0,0.709999978542328,0.75,2,6,104866,2022,3.5,3.79999995231628,1100,232.49,232.856,,0.340000003576279,0.340000003576279,0.699999988079071
1865,034A,98.836,102.476,3.61,2022,45000,2022,2022,5,450,990,3.20000004768372,1.4099999666214,9,52,5350,0,0.790000021457672,1.11000001430511,2,2,000245,2022,1,2.20000004768372,1440,98.322,101.932,,0.0299999993294477,0.0599999986588955,0.100000001490116
1866,385C,167.117,175.939,8.809,2022,790,2022,2020,2,80,130,26.7999992370605,1.12999999523163,11.5,57,2650,0,0.0399999991059303,0.0500000007450581,1,2,105446,2022,10.6999998092651,16.1000003814697,210,16.795,25.604,,0.319999992847443,1.17999994754791,1.5
1867,138A,26.329,27.503,1.117,2022,740,2022,2022,0,40,70,14.8999996185303,1.10000002384186,11,57,1750,0,0.0500000007450581,0.0599999986588955,2,2,104598,2022,5.59999990463257,9.30000019073486,110,26.315,27.432,,0.180000007152557,0.219999998807907,0.400000005960464
1868,285D,260.92,261.185,0.266,2022,48000,2022,2021,1,1200,580,3.59999990463257,1.0900000333786,9.5,52,5650,0,0.839999973773956,0.920000016689301,2,6,105170,2022,2.40000009536743,1.20000004768372,1780,98.872,99.138,,0.0299999993294477,0.0199999995529652,0.100000001490116
1869,265B,0.05,0.147,0.133,2022,9500,2022,2017,3,740,440,12.3999996185303,1.10000002384186,9.5,54,1950,0,0.5,0.550000011920929,2,6,105059,2022,7.80000019073486,4.59999990463257,1180,0.03,0.163,,2.1800000667572,0.75,2.90000009536743
1870,067C,45.867,50.73,3.629,2022,960,2022,2018,3,30,40,7.19999980926514,1.11000001430511,11,57,1500,0,0.0799999982118607,0.0900000035762787,3,2,102894,2022,2.70000004768372,4.5,70,0,3.629,,0.180000007152557,0.219999998807907,0.400000005960464
1871,089A,8.976,18.57,9.562,2022,170,2022,2021,1,30,20,30,1.07000005245209,11.5,57,2600,0,0.00999999977648258,0.00999999977648258,1,2,103878,2022,15.6999998092651,14.3000001907349,50,8.972,18.534,,0.180000007152557,0.219999998807907,0.400000005960464
1872,079A,1.027,1.24,0.216,2022,6700,2022,2022,0,110,310,6.30000019073486,1.52999997138977,11,57,2200,0,0.379999995231628,0.579999983310699,2,2,106692,2022,1.70000004768372,4.59999990463257,420,1.16,1.376,,0.259999990463257,0.439999997615814,0.699999988079071
1873,006J,453.036,453.842,0.801,2022,2400,2022,2021,1,80,440,21.7999992370605,1.0900000333786,11.5,57,2950,0,0.109999999403954,0.119999997317791,1,2,100381,2022,3.5,18.2999992370605,520,81.537,82.338,,0.680000007152557,2.21000003814697,2.90000009536743
1874,096D,205.14,207.454,2.348,2022,410,2022,2018,3,20,120,33.4000015258789,1.04999995231628,11,57,2620,0,0.0199999995529652,0.0199999995529652,1,2,104054,2022,4.80000019073486,28.6000003814697,140,36.217,38.565,,0.180000007152557,0.219999998807907,0.400000005960464
1875,014C,236.547,236.724,0.184,2022,16000,2022,2017,3,180,500,4.19999980926514,1.13999998569489,10,55,3400,0,0.519999980926514,0.589999973773956,2,6,100672,2022,1.10000002384186,3.09999990463257,680,101.482,101.666,,0.0599999986588955,0.589999973773956,0.699999988079071
1876,470B,43.817,44.843,1.239,2022,27000,2022,,4,430,490,3.40000009536743,1.5,12,58,8350,0,0.449999988079071,0.680000007152557,2,6,106582,2022,1.60000002384186,1.79999995231628,920,43.718,44.957,,0.129999995231628,0.119999997317791,0.300000011920929
1877,145A,101.066,101.561,0.499,2022,2400,2022,2021,1,100,40,5.80000019073486,1.13999998569489,11.5,57,2250,0,0.140000000596046,0.159999996423721,2,2,104708,2022,4.30000019073486,1.5,140,100.419,100.918,,0.25,0.25,0.5
1878,287C,317.357,317.865,0.502,2022,26000,2022,2020,2,570,260,3.20000004768372,1.17999994754791,9.5,56,3560,0,0.779999971389771,0.920000016689301,2,6,105274,2022,2.20000004768372,1,830,34.455,34.957,,0.0500000007450581,0.00999999977648258,0.100000001490116
1879,119C,63.618,63.7,0.19,2022,34000,2022,2021,1,1200,580,5.19999980926514,1.46000003814697,10,54,3700,0,0.990000009536743,1.45000004768372,2,6,104372,2022,3.5,1.70000004768372,1780,4.322,4.512,,0.0500000007450581,0.0199999995529652,0.100000001490116
1880,036C,88.836,89.21,0.308,2022,5900,2022,2021,1,140,300,7.5,1.45000004768372,11.5,57,2250,0,0.340000003576279,0.490000009536743,2,2,103493,2022,2.40000009536743,5.09999990463257,440,12.442,12.75,,0.189999997615814,0.449999988079071,0.600000023841858
1881,160C,483.037,484.418,1.39,2022,810,2022,2021,1,30,60,10.8999996185303,1.07000005245209,11.5,57,2750,0,0.0399999991059303,0.0399999991059303,1,2,104915,2022,3.09999990463257,7.80000019073486,90,138.85,140.24,,0.180000007152557,0.219999998807907,0.400000005960464
1882,059B,107.867,120.922,13.032,2022,1400,2022,2020,2,50,130,12.6000003814697,1.08000004291534,11.5,57,3100,0,0.0599999986588955,0.0599999986588955,1,2,102575,2022,3.29999995231628,9.30000019073486,180,33.092,46.124,,0.180000007152557,0.219999998807907,0.400000005960464
1883,050A,95.107,100.545,5.325,2022,5500,2022,2020,2,170,410,10.5,1.12000000476837,10.5,54,1620,0,0.389999985694885,0.439999997615814,2,6,102246,2022,3,7.5,580,63.047,68.372,,0.230000004172325,0.509999990463257,0.699999988079071
1884,071B,11.614,13.747,2.125,2022,700,2022,2021,1,20,30,7.30000019073486,1.05999994277954,11.5,57,2350,0,0.0399999991059303,0.0399999991059303,2,2,103165,2022,2.90000009536743,4.40000009536743,50,2.008,4.133,,0.180000007152557,0.219999998807907,0.400000005960464
1885,024C,454.648,454.828,0.217,2022,3200,2022,2020,2,80,120,6.40000009536743,1.04999995231628,11.5,57,3200,0,0.129999995231628,0.140000000596046,1,2,100892,2022,2.5,3.90000009536743,200,17.44,17.657,,0.180000007152557,0.219999998807907,0.400000005960464
1886,006G,273.958,274.648,0.693,2022,36000,2022,2020,2,1100,580,4.59999990463257,1.12000000476837,9,53,5800,0,0.589999973773956,0.660000026226044,2,6,100327,2022,3,1.60000002384186,1680,16.833,17.526,,0.140000000596046,0.0299999993294477,0.200000002980232
1887,470B,30.562,31.61,1.053,2022,43000,2022,,4,690,770,3.40000009536743,1.50999999046326,12,56,8400,0,0.689999997615814,1.03999996185303,2,6,106457,2022,1.60000002384186,1.79999995231628,1460,30.625,31.678,,0.129999995231628,0.119999997317791,0.300000011920929
1888,050B,379.332,379.69,0.355,2022,11000,2022,2022,0,300,660,8.69999980926514,1,9.5,55,3650,0,0.310000002384186,0.310000002384186,2,6,102362,2022,2.70000004768372,6,960,63.677,64.032,,0.129999995231628,0.389999985694885,0.5
1889,070A,227.91,231.889,3.94,2022,40000,2022,2019,3,1100,2900,10,1.17999994754791,12.5,63,6450,0,0.980000019073486,1.1599999666214,3,4,103036,2022,2.79999995231628,7.19999980926514,4000,228.964,232.904,,0.180000007152557,0.330000013113022,0.5
1890,052A,58.89,60.9,2.002,2022,490,2022,2021,1,40,50,19.3999996185303,1.26999998092651,11.5,57,2900,0,0.0199999995529652,0.0299999993294477,1,2,102475,2022,8.30000019073486,11.1000003814697,90,58.614,60.616,,0.180000007152557,0.219999998807907,0.400000005960464
1891,085A,128,128.036,0.03,2022,11000,2022,2020,2,290,210,4.5,1.25999999046326,9,67,2280,0,0.579999983310699,0.730000019073486,2,6,103635,2022,2.59999990463257,1.89999997615814,500,0.339,0.369,,0.0500000007450581,0.00999999977648258,0.100000001490116
1892,025A,202.688,203.537,0.853,2022,227000,2022,2022,0,6100,5700,5.19999980926514,1.21000003814697,7.5,52,17950,0,0.990000009536743,1.20000004768372,1,5,100997,2022,2.70000004768372,2.5,11800,202.499,203.352,,0.25,0.28999999165535,0.5
1893,160A,188.889,196.06,7.26,2022,5100,2022,2022,0,170,360,10.3999996185303,1.05999994277954,15,57,2950,0,0.300000011920929,0.319999992847443,2,3,104837,2022,3.29999995231628,7.09999990463257,530,187.734,194.994,,0.109999999403954,0.490000009536743,0.600000023841858
1894,030A,11.089,11.573,0.504,2022,17000,2022,2021,1,610,260,5.09999990463257,1.23000001907349,10,53,3450,0,0.519999980926514,0.639999985694885,2,6,101129,2022,3.59999990463257,1.5,870,11.086,11.59,,0.0299999993294477,0.0199999995529652,0.100000001490116
1895,368A,6.022,12.329,6.313,2022,330,2022,2021,1,8,20,7.5,1.24000000953674,11.5,57,3000,0,0.00999999977648258,0.00999999977648258,2,2,105421,2022,2.5,5,28,6.001,12.314,,0.28999999165535,1.00999999046326,1.29999995231628
1896,133A,0,2.222,2.197,2022,4900,2022,2020,2,140,50,3.90000009536743,1.07000005245209,11.5,57,2800,0,0.230000004172325,0.25,2,2,104546,2022,2.90000009536743,1,190,0,2.197,,0.25,0.25,0.5
1897,040A,226.188,226.835,0.656,2022,11000,2022,2018,3,290,210,4.5,1.14999997615814,14,58,2200,0,0.810000002384186,0.930000007152557,2,3,101873,2022,2.59999990463257,1.89999997615814,500,225.71,226.366,,0.560000002384186,0.319999992847443,0.899999976158142
